,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
3970,ELEC,Lac Simon - Hôtel de ville,849 Chemin du Tour du Lac,,Lac Simon,QC,J0V 1E0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.907585,-75.093144,2022-07-15,130993,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3971,ELEC,Ville de Warwick,172 Rue St-Louis,,Warwick,QC,J0A 1M0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.944546,-71.988549,2022-07-15,130995,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3972,ELEC,St-Hubert - Sainte-Adèle,500 boul. Sainte-Adèle,,Sainte-Adèle,QC,J8B 2N1,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.946289,-74.12683,2022-07-15,130996,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3973,ELEC,St-Jacques - Vieux collège,50 rue St-Jacques,,St-Jacques,QC,J0K 2R0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.947233,-73.56917,2022-07-15,130997,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3974,ELEC,Ste-Adèle - Parc Claude-Henri-Grignon,999 Boulevard Ste Adèle,,Sainte-Adèle,QC,J8B 2N4,,855-999-8378,E,,Public,24 hours daily,,,,,,2.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.951406,-74.13368,2022-07-15,130998,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3975,ELEC,Desjardins - CdS Sainte-Julienne,2590 rue Yvan-Varin,,Sainte-Julienne,QC,J0K 2T0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,45.9609,-73.7068,2022-07-15,130999,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3976,ELEC,Marché Val-Morin,"6100, Morin",,Val-Morin,QC,J0T 2R0,,855-999-8378,E,,Public,24 hours daily,,,,,,2.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.0068151,-74.1887027,2022-07-15,131000,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3977,ELEC,Amherst - 124 rue St-Louis,124 Rue Saint Louis,,Amherst,QC,J0T 2L0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.010045,-74.76384,2022-07-15,131001,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3978,ELEC,Municipalité de Saint-Liguori,371 rue Héroux,,Saint-Liguori,QC,J0K 2X0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.010386,-73.569419,2022-07-15,131002,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3979,ELEC,CÉGEP Sorel-Tracy,3000 boulevard de Tracy,,Sorel-Tracy,QC,J3R 5B9,,855-999-8378,E,,Public,24 hours daily,,,,,,2.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.014631,-73.1504,2022-07-15,131003,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3980,ELEC,Desjardins - Joliette et du Centre Lanaudière,179 rue Saint-Pierre Sud,,Joliette,QC,J6E 5Z1,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.0179,-73.4444,2022-07-15,131004,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3981,ELEC,Ville de Joliette - Centre récréatif Marcel-Bonin,265 Lajoie Sud,,Joliette,QC,J6E 5L5,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.0215454684024,-73.4373949539499,2022-07-15,131005,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3982,ELEC,BRCC - Ville de Joliette,Entre le 391 et le 405 boul. Manseau,,Joliette,QC,J6E 3C9,,855-999-8378,E,,Public,24 hours daily,,,,,,,2.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.025185,-73.438447,2022-07-15,131006,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3983,ELEC,Ville de Joliette - Parc Louis-Querbes,140 Rue Saint Viateur,,Joliette,QC,J6E 2V5,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.028119,-73.43695,2022-07-15,131009,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3984,ELEC,BRCC - St-Hubert - Sorel-Tracy,381 boul. Fiset,,Sorel,QC,J3P 3R4,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,2.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.034900204648,-73.0912787196633,2022-07-15,131010,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3985,ELEC,Restaurant Chez Henri-Majeau et fils Inc.,"30, rue de la Visitation",,Saint-Charles-Borromée,QC,J6E 4M8,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.038317,-73.443654,2022-07-15,131011,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3986,ELEC,BRCC - Rawdon Shell,3515 Rue Queen,,Rawdon,QC,J0K 1S0,,855-999-8378,E,,Public,24 hours daily,,,,,,,2.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.039266,-73.702637,2022-07-15,131012,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3987,ELEC,Ville de Sorel-Tracy - Colisée Cardin,200 rue Victoria,,Sorel-Tracy,QC,J3P 7K1,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.0399044797549,-73.1045094682764,2022-07-15,131013,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3988,ELEC,Ville de Notre-Dame-des-Prairies - Curé-Rondeau,171 rue Curé-Rondeau,,Notre-Dame-des-Prairies,QC,J6E 1H2,,855-999-8378,E,,Public,24 hours daily,,,,,,2.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.041563,-73.432387,2022-07-15,131015,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3989,ELEC,Saint-Joseph de Sorel - Montcalm et Élizabeth,700 Rue Montcalm,,Saint-Joseph-de-Sorel,QC,J3R 1C9,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.042519,-73.12531,2022-07-15,131016,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3990,ELEC,BRCC - St-Hubert - Ste-Agathe,950 rue Principale,,Ste-Agathe,QC,J8C 1L6,,855-999-8378,E,,Public,24 hours daily,,,,,,,1.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.043449,-74.266295,2022-07-15,131017,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3991,ELEC,Ville de Notre-Dame-des-Prairies,225 Boulevard Antonio-Barrette,,Notre-Dame-des-Prairies,QC,J6E 1E7,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.044323,-73.429849,2022-07-15,131020,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3992,ELEC,Saint-Joseph de Sorel - Centre Recréatif Aussant (Aréna),105 rue Saint-Joseph,,Saint-Joseph-de-Sorel,QC,J3R 3P1,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.045036,-73.12939,2022-07-15,131021,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3993,ELEC,Municipalité de Sainte-Agathe-des-Monts,37 rue Larocque E,,Sainte-Agathe-des-Monts,QC,J8C 1H8,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.045507,-74.284095,2022-07-15,131022,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3994,ELEC,Desjardins - Sainte-Agathe-des-Monts,"77, Rue Principale Est",,Sainte-Agathe-des-Monts,QC,J8C 1J5,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.0461305,-74.28462929999999,2022-07-15,131023,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3995,ELEC,BRCC - Sorel-Tracy - Parc Regard sur le Fleuve,25 rue de Ramezay,,Sorel-Tracy,QC,J3P 3Y6,,855-999-8378,E,,Public,24 hours daily,,,,,,,2.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.047361,-73.109801,2022-07-15,131024,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3996,ELEC,St-Hubert - Arthabaska,609 Boul. des Bois Francs Sud,,Victoriaville,QC,G6P 5X1,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.047783455426,-71.9334653926944,2022-07-15,131025,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3997,ELEC,Centre communautaire Bosco,"249, Chemin du Golf Est",,Saint-Charles-Borromée,QC,J6E 8L1,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.049521,-73.445437,2022-07-15,131026,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3998,ELEC,BRCC - Ville de Victoriaville,125 rue de Bigarré,,Victoriaville,QC,G6P 4Z2,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,1.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.057979,-71.95601,2022-07-15,131027,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
3999,ELEC,BRCC - Saint-Léonard-d'Aston - Madrid 2.0,"180, Rang du Moulin Rouge",,Saint-Léonard-d'Aston,QC,J0C 1M0,,855-999-8378,E,,Public,24 hours daily,,,,,,,6.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.0580051,-72.3118906,2022-07-15,131028,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4000,ELEC,Victoriaville - Stationnement du Réservoir Beaudet,47 Rue Garand,,Victoriaville,QC,G6T 0C8,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.068093,-71.97771,2022-07-15,131030,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4001,ELEC,Amherst - 1814 rue du Village,1814 Rue du Village,,Amherst,QC,J0T 2T0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.079885,-74.83168,2022-07-15,131031,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4002,ELEC,Desjardins - Autray,"701, avenue Gilles-Villeneuve",,Berthierville,QC,J0K 1A0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.083369,-73.185466,2022-07-15,131032,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4003,ELEC,BRCC - Berthierville,840 rue Giroux,,Berthierville,QC,J0K 1A0,,855-999-8378,E,,Public,24 hours daily,,,,,,,2.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.08595,-73.192928,2022-07-15,131033,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4004,ELEC,BRCC - Thetford Mines-Stationnement municipal rue King,225 rue King,,Thetford Mines,QC,G6G 2X9,,855-999-8378,E,,Public,24 hours daily,,,,,,,2.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.087605,-71.302464,2022-07-15,131034,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4005,ELEC,St-Hubert - Berthierville,1091 av Gilles-Villeneuve,,Berthierville,QC,J0K 1A0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.0883518674836,-73.1966844907379,2022-07-15,131035,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4006,ELEC,Centre de congrès de Thetford,777 9e rue Sud,,Thetford Mines,QC,G6G 0G1,,855-999-8378,E,,Public,24 hours daily,,,,,,2.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.097804,-71.269055,2022-07-15,131036,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4007,ELEC,St-Hubert - St-Georges,16505 boul. Lacroix,,Saint-Georges,QC,G5Y 2G2,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.0985721699783,-70.6514483974838,2022-07-15,131037,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4008,ELEC,St-Hubert - Thetford Mines,203 boul. Frontenac Ouest,,Thetford Mines,QC,G6G 6K2,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.101841,-71.316478,2022-07-15,131038,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4009,ELEC,St-Ferdinand - Hotel de Ville,"375, Rue Principale",,Saint-Ferdinand,QC,G0N 1N0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.10995979999999,-71.5725178,2022-07-15,131039,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4010,ELEC,Ville de Mont-Tremblant,1145 rue de Saint-Jovite,,Mont-Tremblant,QC,J8E 1V1,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.117625,-74.600721,2022-07-15,131040,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4011,ELEC,Ste-Marcelline - Maison de la Culture,520 rue Principale,,Sainte-Marcelline-de-Kildare,QC,J0K 2Y0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.117694,-73.5996,2022-07-15,131041,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4012,ELEC,BRCC - Ville de Mont-Tremblant,455 rue de la Rivière,,Mont-Tremblant,QC,J8E 3K6,,855-999-8378,E,,Public,24 hours daily,,,,,,,1.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.11851,-74.600437,2022-07-15,131042,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4013,ELEC,St-Hubert - Mont-Tremblant,330 rue de St-Jovite,,Mont-Tremblant,QC,J8E 2Z9,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.1191986571841,-74.5683603067112,2022-07-15,131043,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4014,ELEC,Desjardins - Mont-Tremblant,470 rue Charbonneau,,Mont-Tremblant,QC,J8E 3H4,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.11956,-74.59417,2022-07-15,131044,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4015,ELEC,11121 1e avenue,11121 1e avenue,,Saint-Georges,QC,G5Y 2B9,,855-999-8378,E,,Public,24 hours daily,,,,,,2.0,,,Circuit électrique,https://lecircuitelectrique.com/,200-9,46.123516,-70.680901,2022-07-15,131045,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4016,ELEC,BRCC - Les Pères Nature,"10735, 1er Av.",,Saint-Georges,QC,G5Y 2B8,,855-999-8378,E,,Public,24 hours daily,,,,,,,1.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.125588,-70.684813,2022-07-15,131046,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4017,ELEC,Ville de Mont-Tremblant - Complexe Aquatique,635 rue Cadieux,,Mont-Tremblant,QC,J8E 2T4,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.126568,-74.5825,2022-07-15,131047,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4018,ELEC,Desjardins - CdS Saint-Félix-de-Valois,"4950, rue Principale",,Saint-Félix-de-Valois,QC,J0K 2M0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.16869,-73.42829,2022-07-15,131048,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4019,ELEC,BRCC - La Belle Québécoise - Daveluyville,1100 rue Principale,,Daveluyville,QC,G0Z 1C0,,855-999-8378,E,,Public,24 hours daily,,,,,,,2.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.171793,-72.137503,2022-07-15,131049,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4020,ELEC,Princeville - Édifice Jean-Louis St-Hilaire,25 rue St-Jacques Est,,Princeville,QC,G6L 5C3,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.173094,-71.874854,2022-07-15,131050,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4021,ELEC,BRCC - Ville de Mont-Tremblant – Tourisme Mont-Tremblant,5080 Montée Ryan,,Mont-Tremblant,QC,J8E 2W5,,855-999-8378,E,,Public,24 hours daily,,,,,,,1.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.174908,-74.60324,2022-07-15,131051,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4022,ELEC,Les Espaces D'Amico Marcoux - Espace Notre-Dame,111 30e rue,,Notre-Dame-des-Pins,QC,G0M 1K0,,855-999-8378,E,,Public,24 hours daily,,,,,,2.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.184935,-70.708918,2022-07-15,131052,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4023,ELEC,Sur Rue - Mont Tremblant - Parc Daniel-Lauzon,268 rue du Couvent,,Mont Tremblant,QC,J8E 1K6,,855-999-8378,E,,Public,24 hours daily,,,,,,2.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.195234,-74.623006,2022-07-15,131053,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4024,ELEC,BRCC - Aire de service de la Baie-de-Maskinongé,161 Autoroute 40,,Maskinongé,QC,J0K 1N0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,1.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.195441,-73.00448,2022-07-15,131054,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4025,ELEC,Desjardins - CdS Beauceville,"620, boulevard Renault",,Beauceville,QC,G5X 3P1,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.20825,-70.77405,2022-07-15,131055,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4026,ELEC,Le Westin Resort & Spa - Tremblant,100 chemin de Kandahar,,Mont-Tremblant,QC,J8E 1E2,,855-999-8378,E,,Public,24 hours daily,,,,,,2.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.212627,-74.586809,2022-07-15,131056,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4027,ELEC,Desjardins - Sud de la Beauce,2880 25e Avenue,,Saint-Prosper,QC,G0M 1Y0,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.213045,-70.47991,2022-07-15,131057,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4028,ELEC,BRCC - Carrefour de l'Érable - Plessisville,1280 avenue Trudelle,,Plessisville,QC,G6L 3K4,,855-999-8378,E,,Public,24 hours daily,,,,,,,1.0,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.21421,-71.7715,2022-07-15,131058,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
4029,ELEC,Fairmont Château Tremblant,3045 chemin de la Chapelle,,Mont-Tremblant,QC,J8E 1E1,,855-999-8378,E,,Public,24 hours daily,,,,,,1.0,,,Circuit électrique,https://lecircuitelectrique.com/,GPS,46.214933,-74.58503,2022-07-15,131059,2022-07-15 02:16:55 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,False
